Project Key,Project Name,Story Key,Status,Priority,Created,Summary
WP,Scrumverse,WP-1991,Finalizada,Highest,2021-12-13T03:17:10.867-0600,Crear funcionalidad para consultar oportunidades en Siebel
WP,Scrumverse,WP-1981,Finalizada,Highest,2021-12-13T02:48:28.957-0600,Crear Modulo de administración de Oportunidades en Siebel
WP,Scrumverse,WP-1979,Finalizada,Highest,2021-12-13T02:37:42.493-0600,Creación Manual de usuario parte 6
WP,Scrumverse,WP-1978,Finalizada,Highest,2021-12-13T02:37:08.467-0600,Creación Manual de usuario Parte 5
WP,Scrumverse,WP-1977,Finalizada,Highest,2021-12-13T02:36:36.740-0600,Creación Manual de usuario Parte 4
WP,Scrumverse,WP-1976,Finalizada,Highest,2021-12-13T02:35:56.533-0600,Creación Manual de usuario parte 3
WP,Scrumverse,WP-1975,Finalizada,Highest,2021-12-13T02:35:19.357-0600,Creación Manual usuario parte 2
WP,Scrumverse,WP-1974,Finalizada,Highest,2021-12-13T02:30:30.903-0600,Creación de Manual Usuario Parte 1
ET,BitCode Team,ET-9498,Finalizada,Highest,2021-12-10T09:32:20.580-0600,Buffer
ET,BitCode Team,ET-9497,Finalizada,Highest,2021-12-10T08:56:39.393-0600,MS-FrontEnd Pruebas unidad  
OS,OPC Squad,OS-6196,Finalizada,Highest,2021-12-09T08:11:46.777-0600,Crear consulta Información Beneficiarios Afiliados fallecidos
OS,OPC Squad,OS-6195,Finalizada,Highest,2021-12-09T08:11:01.853-0600,Actualización cálculo renta temporal hasta la expectativa de vida 
PP,Bug Hunters,PP-6156,Finalizada,Highest,2021-12-09T03:58:31.357-0600,Creación de nuevo detalle en clientes 
ET,BitCode Team,ET-9475,Finalizada,Highest,2021-12-09T02:07:29.660-0600,Adecuación de SP de Conciliaciones Automáticas para ejecución programada
ET,BitCode Team,ET-9474,Finalizada,Highest,2021-12-09T02:03:39.780-0600,Creación de Esquema para registro de LOGS de Ejecución de Conciliaciones Automáticas
ET,BitCode Team,ET-9464,Finalizada,Highest,2021-12-08T09:05:55.057-0600,MS-Portal Agregar metodo de pago en la trama de almacenar tiquete
ET,BitCode Team,ET-9463,Finalizada,Highest,2021-12-08T09:04:33.640-0600,MS-Portal Reintentar pago de un tiquete SINPE
ET,BitCode Team,ET-9462,Finalizada,Highest,2021-12-08T09:03:04.570-0600,MS-Portal Consultar cada 5 minutos contra el MS Stored & Forward 
ET,BitCode Team,ET-9461,Finalizada,Highest,2021-12-08T09:00:17.063-0600,MS-Stored and Forward Agregar metodo de pago al mtto. de tiquetes en el backoffice FE
ET,BitCode Team,ET-9460,Finalizada,Highest,2021-12-08T09:00:08.553-0600,MS-Stored and Forward Agregar metodo de pago al mtto. de tiquetes en el backoffice BE
ET,BitCode Team,ET-9459,Finalizada,Highest,2021-12-08T08:53:39.663-0600,MS-Stored and Forward Agregar el mensaje de error al metodo actual que reporta el status de un tiquete
ET,BitCode Team,ET-9458,Finalizada,Highest,2021-12-08T08:50:44.727-0600,MS-Stored and Forward Realizar proceso de pago inmediato contra el MS Core
ET,BitCode Team,ET-9457,Finalizada,Highest,2021-12-08T08:47:44.503-0600,MS-Stored and Forward invocar el servicio expuesto por el MS Payment Method
ET,BitCode Team,ET-9454,Finalizada,Highest,2021-12-08T08:15:26.240-0600,Bitacorear Servicios contra CGP 
ET,BitCode Team,ET-9453,Finalizada,Highest,2021-12-08T08:11:58.587-0600,Crear End Point para consumo de MS Payment Method
ET,BitCode Team,ET-9451,Finalizada,Highest,2021-12-08T06:51:23.840-0600,fix botones modal Sección grupos Front End BacLink
ET,BitCode Team,ET-9450,Finalizada,Highest,2021-12-08T06:50:59.080-0600,"Modificar url's de mantenimiento de Parametros, Front End"
ET,BitCode Team,ET-9449,Finalizada,Highest,2021-12-08T06:50:34.453-0600,Revisar Mantenimiento de pagos de FrontEnd
ADI,Investor,ADI-6188,Finalizada,Highest,2021-12-08T02:35:03.750-0600,Modificaciones en el asiento 68
OS,OPC Squad,OS-6184,Finalizada,Highest,2021-12-08T02:27:37.690-0600,Ajuste Reporte Aumento Aportes
PP,Bug Hunters,PP-6138,Finalizada,Highest,2021-12-06T10:07:35.377-0600,Habilitar Login regional (BACnet) en PIAF 
ADI,Investor,ADI-6174,Finalizada,Highest,2021-12-06T09:10:12.953-0600,Ajuste en retiro de clientes colectivos
PP,Bug Hunters,PP-6103,Finalizada,Highest,2021-12-03T03:59:01.257-0600,Corregir vista que utiliza el Estado de cuenta
DFD,Defenders,DFD-2423,Finalizada,Highest,2021-12-03T03:54:56.233-0600,Dolarización del monto de ingreso
OS,OPC Squad,OS-6154,Finalizada,Highest,2021-12-03T02:24:54.633-0600,Actualización cálculo de la Renta Temporal según Cotizaciones 
WP,Scrumverse,WP-1962,Finalizada,Highest,2021-12-01T09:19:10.483-0600,Documentación Proyecto BAC+ ETIS
ADI,Investor,ADI-6160,Finalizada,Highest,2021-12-01T08:44:10.837-0600,Establecer tiempo mínimo de salida de primer aporte  #1
PP,Bug Hunters,PP-6100,Finalizada,Highest,2021-12-01T07:46:44.783-0600,Crear consulta de consolidada de clientes
ADI,Investor,ADI-6155,Finalizada,Highest,2021-11-30T09:14:56.543-0600,Ajuste en Asiento de ingresos y gastos
ADI,Investor,ADI-6154,Finalizada,Highest,2021-11-30T08:31:35.267-0600,Habilitar Generación de intereses 
ADI,Investor,ADI-6153,Finalizada,Highest,2021-11-30T08:30:48.660-0600,Ingreso de primer valor de participación en fondos 
OS,OPC Squad,OS-6135,Finalizada,Highest,2021-11-30T05:53:56.663-0600,Ajuste proceso de recaudación para proyecciones
ET,BitCode Team,ET-9386,Finalizada,Highest,2021-11-30T03:52:30.317-0600,PU MS conciliaciones
ET,BitCode Team,ET-9385,Finalizada,Highest,2021-11-30T03:48:37.443-0600,Configurar cierre de Claro Post Pago
ET,BitCode Team,ET-9384,Finalizada,Highest,2021-11-30T03:48:03.400-0600,Configurar cierre de Recargas Movistar
ET,BitCode Team,ET-9383,Finalizada,Highest,2021-11-30T03:47:28.720-0600,Configurar cierre de Recargas Claro
ET,BitCode Team,ET-9382,Finalizada,Highest,2021-11-30T03:44:18.313-0600,Pruebas de consulta Claro Post Pago
ET,BitCode Team,ET-9381,Finalizada,Highest,2021-11-30T03:44:00.657-0600,Configuración Claro Post Pago en BAC Link
ET,BitCode Team,ET-9380,Finalizada,Highest,2021-11-30T03:35:27.020-0600,SPIKE: Manejar campos de Memoria
ET,BitCode Team,ET-9379,Finalizada,Highest,2021-11-30T03:33:48.077-0600,Buffer Paybac
ET,BitCode Team,ET-9378,Finalizada,Highest,2021-11-30T03:33:41.343-0600,Buffer
ET,BitCode Team,ET-9377,Finalizada,Highest,2021-11-30T03:27:05.187-0600,Corregir el reporte de Canales
ET,BitCode Team,ET-9376,Finalizada,Highest,2021-11-30T03:25:24.327-0600,Corrección de Emisión de alerta de errores
ET,BitCode Team,ET-9375,Finalizada,Highest,2021-11-30T03:23:17.533-0600,Revisar configuración MS Notificaciones
ET,BitCode Team,ET-9374,Finalizada,Highest,2021-11-30T03:22:21.057-0600,Pruebas de Regresión MS Notificaciones
ET,BitCode Team,ET-9373,Finalizada,Highest,2021-11-30T03:20:24.990-0600,Pruebas de Redis
ET,BitCode Team,ET-9372,Finalizada,Highest,2021-11-30T03:18:32.003-0600,Activación Municipalidad de Jiménez
ET,BitCode Team,ET-9371,Finalizada,Highest,2021-11-30T03:18:13.523-0600,Activación Municipalidad de Tarrazú
ET,BitCode Team,ET-9370,Finalizada,Highest,2021-11-30T03:11:19.500-0600,Actualizar Portal FE
ET,BitCode Team,ET-9369,Finalizada,Highest,2021-11-30T03:10:48.567-0600,Actualizar S&F
ET,BitCode Team,ET-9368,Finalizada,Highest,2021-11-30T03:10:06.277-0600,Actualizar el DACPAC 
ET,BitCode Team,ET-9367,Finalizada,Highest,2021-11-30T03:08:36.783-0600,MS Payment Method: Realizar pruebas en STG
ET,BitCode Team,ET-9366,Finalizada,Highest,2021-11-30T03:08:36.137-0600,MS Payment Method: Realizar pruebas en ambientes de desarrollo
ET,BitCode Team,ET-9365,Finalizada,Highest,2021-11-30T03:06:37.287-0600,MS Payment Method: Implementar el servicio de confirmar
ET,BitCode Team,ET-9364,Finalizada,Highest,2021-11-30T03:05:10.083-0600,Ajuste SP Reporte de Conciliación casos particulares
ET,BitCode Team,ET-9363,Finalizada,Highest,2021-11-30T03:04:02.697-0600,MS Settle: Conectar con el MS de notificaciones en UAT
ET,BitCode Team,ET-9362,Finalizada,Highest,2021-11-30T03:00:33.867-0600,Validar Fix de cierre para el AYA
ADI,Investor,ADI-6152,Finalizada,Highest,2021-11-30T02:43:02.967-0600,Ajuste en conciliación por isin
PP,Bug Hunters,PP-6094,Finalizada,Highest,2021-11-26T04:55:30.403-0600,Ajuste en Grafico resumen de los activos por moneda 
OS,OPC Squad,OS-6112,Finalizada,Highest,2021-11-26T04:47:08.987-0600,Ajustes generación Spool
PP,Bug Hunters,PP-6093,Tareas por hacer,Highest,2021-11-26T04:45:47.360-0600,Ajuste en grafico de Resumen de los activos por emisor
PP,Bug Hunters,PP-6091,Finalizada,Highest,2021-11-26T04:29:27.803-0600,Sección de Resúmenes por plazo 
PP,Bug Hunters,PP-6089,Finalizada,Highest,2021-11-26T04:15:30.323-0600,Sección de Resumen de la custodia por producto
OS,OPC Squad,OS-6108,Finalizada,Highest,2021-11-26T03:25:55.587-0600,Modificación valor proyección
ET,BitCode Team,ET-9357,Finalizada,Highest,2021-11-25T10:34:22.360-0600,Capacitación BAC Link
OS,OPC Squad,OS-6095,Finalizada,Highest,2021-11-25T10:11:58.350-0600,Ajuste generación archivos OC
WP,Scrumverse,WP-1919,Finalizada,Highest,2021-11-25T04:45:50.270-0600,Notificaciones: Reporte Mensual de Beneficios ( COD 12 )
WP,Scrumverse,WP-1918,Finalizada,Highest,2021-11-25T04:26:54.277-0600,Notificaciones: Aniversario BAC+ Titular ( COD 14 )
WP,Scrumverse,WP-1917,Finalizada,Highest,2021-11-25T04:24:48.827-0600,Notificaciones: Felicitación Cumpleaños Titular (COD 13)
ET,BitCode Team,ET-9349,Finalizada,Highest,2021-11-24T09:02:11.460-0600,Generar reporte dentro del asiento contable 
ET,BitCode Team,ET-9342,Finalizada,Highest,2021-11-24T08:44:10.577-0600,SPIKE: Dashboard de procesos de cierre de BAC Link
ET,BitCode Team,ET-9340,Finalizada,Highest,2021-11-24T08:39:03.587-0600,PU para MS de Notificaciones
ET,BitCode Team,ET-9339,Finalizada,Highest,2021-11-24T08:28:15.107-0600,Adecuación de SP automáticos para la almacenación de datos
ET,BitCode Team,ET-9338,Finalizada,Highest,2021-11-24T08:25:10.500-0600,SPIKE: Determinar ejecución sin problemas de todos los Jobs de cierres
ET,BitCode Team,ET-9337,Finalizada,Highest,2021-11-24T08:23:18.790-0600,Agregar funcionalidad de sustitucion de codigo de mensaje por mensaje en Web Service
ET,BitCode Team,ET-9336,Finalizada,Highest,2021-11-24T08:22:34.010-0600,Crear Job para ejecución del proceso de conciliación automática
ET,BitCode Team,ET-9335,Finalizada,Highest,2021-11-24T08:21:55.817-0600,Crear procedimiento almacenado para correccion de formato de datos en payments entries
ET,BitCode Team,ET-9334,Finalizada,Highest,2021-11-24T08:21:00.857-0600,Diseño de Tablas para el almacenamiento de la información contable (Conciliación Automática)
WP,Scrumverse,WP-1915,Finalizada,Highest,2021-11-24T04:31:49.437-0600,Notificaciones: Actualización Tj Pago Titular (Cod 11)
WP,Scrumverse,WP-1914,Finalizada,Highest,2021-11-24T04:28:45.813-0600,Notificaciones: Cambio de Plan Adicional BAC+ (Cod 10)
WP,Scrumverse,WP-1882,Finalizada,Highest,2021-11-23T05:59:09.063-0600,Cambio de Fecha Primer Cobro: Aprobación Automática 
WP,Scrumverse,WP-1881,Finalizada,Highest,2021-11-23T05:54:53.150-0600,Cambio de Fecha Primer Cobro- Flujo de Aprobación
WP,Scrumverse,WP-1880,Finalizada,Highest,2021-11-23T05:44:57.277-0600,Clientes: Cambio Fecha Primer Cobro
OS,OPC Squad,OS-6082,Finalizada,Medium,2021-11-23T02:06:09.990-0600,Actualización saldos Beneficios
PP,Bug Hunters,PP-6066,Finalizada,Highest,2021-11-22T11:24:07.973-0600,Ajuste en lectura de archivo de conciliaciones sac
WP,Scrumverse,WP-1879,Finalizada,Highest,2021-11-22T10:52:48.830-0600,Notificaciones: Cambio de Plan Titular BAC+ (Cod 9)
WP,Scrumverse,WP-1878,Finalizada,Highest,2021-11-22T10:50:41.603-0600,Notificaciones: Inactivación Clte Adicional (Cod 8)
WP,Scrumverse,WP-1877,Finalizada,Highest,2021-11-22T10:13:12.507-0600,Notificaciones: Inactivación Clte Titular BAC+ (Cod 7)
WP,Scrumverse,WP-1876,Finalizada,Highest,2021-11-22T10:02:03.473-0600,Notificaciones: Bienvenida Cortesía Clte Titular BAC+ (Cod 6)
WP,Scrumverse,WP-1875,Finalizada,Highest,2021-11-22T09:59:05.723-0600,Notificaciones: Bienvenida Clte BAC+ Adicional (Cod 5)
ADI,Investor,ADI-6109,Finalizada,Highest,2021-11-22T08:46:31.187-0600,Crear nueva pantalla de Libros Legales
ADI,Investor,ADI-6106,Finalizada,Highest,2021-11-22T08:36:11.567-0600,Modificación en Custodia de fondos 
DFD,Defenders,DFD-2409,Finalizada,Highest,2021-11-22T08:31:19.000-0600,Buffer MSC
DFD,Defenders,DFD-2408,Finalizada,Highest,2021-11-22T08:20:32.960-0600,Buffer MSC
DFD,Defenders,DFD-2407,Finalizada,Highest,2021-11-22T08:16:14.027-0600,Corrección en la pantalla de criterios_nivel de riesgo
PP,Bug Hunters,PP-6054,Finalizada,Highest,2021-11-22T05:28:43.590-0600,Eliminar la validación de fecliquidacion en generación contable
PP,Bug Hunters,PP-6053,Finalizada,Highest,2021-11-22T05:26:59.097-0600,Registrar pago de redención en vencimiento de bono
PP,Bug Hunters,PP-6048,Finalizada,Highest,2021-11-22T05:08:25.417-0600,Segregación por usuario en líneas de producto 
PP,Bug Hunters,PP-6044,Finalizada,Highest,2021-11-19T14:19:53.107-0600,Actualización plantillas PIGNORAVALOR y REVPIGNORAVALOR en Valoración
PP,Bug Hunters,PP-6043,Finalizada,Highest,2021-11-19T14:19:45.047-0600,Actualización plantillas PIGNORAVALOR y REVPIGNORAVALOR en Intereses
PP,Bug Hunters,PP-6042,Finalizada,Highest,2021-11-19T14:16:45.017-0600,Actualización plantillas VENTABONO para Banco
PP,Bug Hunters,PP-6041,Finalizada,Highest,2021-11-19T14:16:28.307-0600,Actualización plantillas VENTABONO para Puesto de Bolsa
ET,BitCode Team,ET-9315,Finalizada,Highest,2021-11-19T03:04:37.363-0600,Pruebas de regresión Asientos contables
ET,BitCode Team,ET-9296,Finalizada,Highest,2021-11-17T10:23:11.123-0600,Actualización ruta pipelines MS Connectivity STG
ET,BitCode Team,ET-9279,Finalizada,Highest,2021-11-17T06:04:23.217-0600,Error en afiliado PURATOS - BACLINK
OS,OPC Squad,OS-6060,Finalizada,Highest,2021-11-17T02:57:47.440-0600,Validación Negociación Boletas (ventas)
OS,OPC Squad,OS-6059,Finalizada,Highest,2021-11-17T02:56:07.367-0600,Crear proceso de reclasificación diaria
OS,OPC Squad,OS-6058,Finalizada,Highest,2021-11-17T02:49:38.407-0600,Ajuste en la conciliación Garantías
WP,Scrumverse,WP-1869,Finalizada,Highest,2021-11-16T09:29:03.403-0600,Notificaciones: Bienvenida Clte Titular BAC+ ( Cod 4 )
ET,BitCode Team,ET-9273,Finalizada,Highest,2021-11-16T07:30:34.370-0600,Ajustes Cloud MS-Common-Notification
ADI,Investor,ADI-6085,Tareas por hacer,Highest,2021-11-15T09:42:14.040-0600,Asignación de fecha de revisión en emisiones variables 
DFD,Defenders,DFD-2389,Finalizada,Highest,2021-11-15T08:46:12.517-0600,Agregar producto y servicio a los adicionales de una cuenta
ET,BitCode Team,ET-9272,Finalizada,Highest,2021-11-15T07:28:03.727-0600,Actualizar Proyecto de Base de Datos MS-Notificaciones
ET,BitCode Team,ET-9268,Finalizada,Highest,2021-11-12T10:33:50.223-0600,Revisión afiliado La Salle
ET,BitCode Team,ET-9267,Finalizada,Highest,2021-11-12T10:32:29.247-0600,MS FE Nube: Mejoras varios
ET,BitCode Team,ET-9266,Finalizada,Highest,2021-11-12T10:31:03.427-0600,SPIKE: Validar logueo de información de usuarios de BAC Link
ET,BitCode Team,ET-9265,Finalizada,Highest,2021-11-12T10:16:33.873-0600,MS Payment Method Iniciar implementacion metodo contra CGP PMBSearchPendingTransfers
ET,BitCode Team,ET-9263,Finalizada,Highest,2021-11-12T09:54:28.027-0600,MS Settle: Pruebas en STG
ET,BitCode Team,ET-9262,Finalizada,Highest,2021-11-12T09:54:12.103-0600,MS Settle: Pruebas en UAT
ET,BitCode Team,ET-9261,Finalizada,Highest,2021-11-12T09:47:54.310-0600,MS S&F: Modificar tiempo de consulta contra CGP Parametrizable
OS,OPC Squad,OS-6043,Finalizada,Priority,2021-11-12T09:47:13.310-0600,Ajuste VANU para proyecciones
ET,BitCode Team,ET-9260,Finalizada,Highest,2021-11-12T09:32:16.963-0600,Revisión del proceso de Cierre
ET,BitCode Team,ET-9259,Finalizada,Highest,2021-11-12T08:55:15.767-0600,SPIKE: Configuración de Redis en Azure
ET,BitCode Team,ET-9258,Finalizada,Highest,2021-11-12T08:50:30.640-0600,Buffer Paybac
ET,BitCode Team,ET-9257,Finalizada,Highest,2021-11-12T08:50:22.377-0600,Buffer
ET,BitCode Team,ET-9253,Finalizada,Highest,2021-11-12T08:19:56.817-0600,Pruebas de unidad FE/BE del reporte de conciliaciones 
ET,BitCode Team,ET-9252,Finalizada,Highest,2021-11-12T08:19:36.157-0600,MS Reporte: crear BE para reporte de conciliaciones y ajuste en reporte excel
ET,BitCode Team,ET-9251,Finalizada,Highest,2021-11-12T08:18:39.357-0600,BD: Crear Sp para recoleccion de datos de reporte de conciliaciones
ET,BitCode Team,ET-9250,Finalizada,Highest,2021-11-12T08:18:21.063-0600,MS FE: crear reporte de conciliaciones
ET,BitCode Team,ET-9243,Finalizada,Highest,2021-11-12T05:01:12.033-0600,Documentación de scripts de base de datos
ET,BitCode Team,ET-9242,Finalizada,Highest,2021-11-12T03:32:27.067-0600,MS Front End Pruebas Mantenimiento de Canales STG
ET,BitCode Team,ET-9241,Finalizada,Highest,2021-11-12T03:31:58.733-0600,MS Front End Pruebas Mantenimiento de Canales UAT
PP,Bug Hunters,PP-6014,Tareas por hacer,Highest,2021-11-11T10:48:10.957-0600,Crear nueva Pantalla de Aprobación de cambios de cuentas y clientes parte 1: Clientes
PP,Bug Hunters,PP-6003,Tareas por hacer,Highest,2021-11-11T10:25:57.537-0600,Creación de Pantalla de Autorizados 
WP,Scrumverse,WP-1860,Finalizada,Highest,2021-11-11T10:13:36.977-0600,Puntos y Millas: Desmatricula clientes con más de 1 CIF
WP,Scrumverse,WP-1859,Finalizada,Highest,2021-11-11T10:13:21.933-0600,Puntos y Millas: Matricula clientes con más de 1 CIF
PP,Bug Hunters,PP-6001,Tareas por hacer,Highest,2021-11-11T09:25:18.457-0600,Centralizar proceso de apertura de cuentas
PP,Bug Hunters,PP-5999,Finalizada,Highest,2021-11-11T09:19:46.583-0600,Homologar estándar electrónico en PIN para identificaciones
ET,BitCode Team,ET-9235,Finalizada,Highest,2021-11-11T08:03:23.073-0600,División de asiento contable 918 parte 2
ET,BitCode Team,ET-9234,Finalizada,Highest,2021-11-11T08:03:00.943-0600,División de asiento contable 918 parte 1
OS,OPC Squad,OS-6040,Finalizada,Highest,2021-11-11T06:48:08.347-0600,Modificación generación saldos (imputaciones)
OS,OPC Squad,OS-6038,Finalizada,Highest,2021-11-11T04:08:27.633-0600,Reporte títulos pignorados
OS,OPC Squad,OS-6036,Finalizada,Priority,2021-11-11T03:56:09.200-0600,Asociar Garantías a Contratos Coberturas
OS,OPC Squad,OS-6035,Finalizada,Highest,2021-11-11T03:55:06.200-0600,Pantalla mantenimiento Garantías (gestión)
PP,Bug Hunters,PP-5992,Finalizada,Highest,2021-11-10T11:16:56.453-0600,Permitir crear cuentas custodia en cualquier compañía
WP,Scrumverse,WP-1840,Finalizada,Highest,2021-11-10T04:13:48.327-0600,Panel de Adm: Catálogo de Notificaciones
ET,BitCode Team,ET-9223,Finalizada,Highest,2021-11-10T03:39:07.070-0600,Activacion de Municipalidad Atenas
ET,BitCode Team,ET-9222,Finalizada,Highest,2021-11-10T03:38:58.387-0600,Activación de Municipalidad Sarchí
ET,BitCode Team,ET-9221,Finalizada,Highest,2021-11-10T03:38:02.087-0600,MS BAC Connectivity Pruebas de  (Node js) en STG
ET,BitCode Team,ET-9220,Finalizada,Highest,2021-11-10T03:37:06.737-0600,MS Front End BACLink Pruebas de Tiquetes Pendientes ambiente STG 
ET,BitCode Team,ET-9219,Finalizada,Highest,2021-11-10T03:36:36.140-0600,MS Front End BACLink Pruebas de Tiquetes Pendientes ambiente UAT
WP,Scrumverse,WP-1837,Finalizada,Highest,2021-11-09T11:22:53.157-0600,Revision y Ajuste de mensajes de usuario en el Sistema BAC+
OS,OPC Squad,OS-6013,Finalizada,Highest,2021-11-09T10:01:23.787-0600,Cálculo productos respecto al % asignado a cada beneficiario
ADI,Investor,ADI-6059,Tareas por hacer,Highest,2021-11-09T09:51:53.600-0600,Proceso de calendarización de Inversiones y retiros 
PP,Bug Hunters,PP-5980,Tareas por hacer,Highest,2021-11-09T06:02:43.557-0600,Modificación estado de cuenta Amortizaciones
ADI,Investor,ADI-6058,Finalizada,Highest,2021-11-09T05:04:09.363-0600,Configurar nuevo formato de plan de retiros SFI
ADI,Investor,ADI-6057,Finalizada,Highest,2021-11-09T05:03:43.933-0600,Habilitar mantenimiento de numero de plan SFI
ADI,Investor,ADI-6055,Finalizada,Highest,2021-11-09T04:09:54.147-0600,Modificar calculo del deterioro 
ADI,Investor,ADI-6054,Finalizada,Highest,2021-11-09T03:31:42.580-0600,Resumir asientos de retiros 
ADI,Investor,ADI-6053,Tareas por hacer,Highest,2021-11-09T03:31:21.803-0600,Modificar reporte de Carga vector de precios
ADI,Investor,ADI-6052,Finalizada,Highest,2021-11-09T03:29:18.183-0600,Eliminar monto mínimo retiros colectivos
ADI,Investor,ADI-6051,Finalizada,Highest,2021-11-09T03:27:57.497-0600,Envió de Estados de cuenta colectivo 
PP,Bug Hunters,PP-5976,Tareas por hacer,Highest,2021-11-08T11:04:51.737-0600,Crear reporte de carta desviacion limites envio de Email
PP,Bug Hunters,PP-5975,Tareas por hacer,Highest,2021-11-08T11:04:28.663-0600,Crear consulta de desviaciones de limites
OS,OPC Squad,OS-6011,Finalizada,Highest,2021-11-05T05:07:58.253-0600,Crear templates para Estados de Cuenta
OS,OPC Squad,OS-5999,Cancelado,Highest,2021-11-05T02:19:21.143-0600,Actualización Formula renta según expectativa de vida
OS,OPC Squad,OS-5998,Cancelado,Highest,2021-11-05T02:18:14.620-0600,Actualización Formula renta según expectativa de vida
WP,Scrumverse,WP-1831,Finalizada,Highest,2021-11-04T09:31:22.797-0600,Reporte de Cltes Activos: Tipo de Cliente
WP,Scrumverse,WP-1827,Finalizada,Highest,2021-11-04T09:18:27.777-0600,Clte + 1 CIF: Consultar por CIFCobro
WP,Scrumverse,WP-1823,Finalizada,Highest,2021-11-04T09:09:28.510-0600,Consecutivo de Motivos de Desactivación
WP,Scrumverse,WP-1807,Finalizada,Highest,2021-11-04T07:47:32.707-0600,Eliminar Adicionales - Motivo de Desactivación
OS,OPC Squad,OS-5986,Finalizada,Highest,2021-11-04T05:51:18.553-0600,Ajustar Carga Planillas
OS,OPC Squad,OS-5985,Finalizada,Highest,2021-11-04T05:48:28.050-0600,Ajuste pre carga y aplicación aportes masivos
PP,Bug Hunters,PP-5964,Finalizada,Highest,2021-11-04T04:40:16.557-0600,Configurar método obtener emisiones
PP,Bug Hunters,PP-5963,Finalizada,Highest,2021-11-04T04:32:21.893-0600,Se requiere que PIAF utilice dominós BACnet
PP,Bug Hunters,PP-5961,Finalizada,Highest,2021-11-04T04:19:51.193-0600,Ajuste en ingreso de Ots Ejecutivo SFI
PP,Bug Hunters,PP-5959,Finalizada,Highest,2021-11-04T04:05:34.043-0600,Crear mantenimiento de limites de inversión 
PP,Bug Hunters,PP-5958,Finalizada,Highest,2021-11-04T03:38:06.463-0600,Modificación en mantenimiento de tipos de cuentas
PP,Bug Hunters,PP-5957,Finalizada,Highest,2021-11-04T03:31:09.927-0600,Crear nuevo grupo de cuentas en matriz
WP,Scrumverse,WP-1806,Finalizada,Highest,2021-11-03T09:57:40.777-0600,Mensaje al Clte- Migra de Plan a otro sin o con menos adicionales
WP,Scrumverse,WP-1805,Finalizada,Highest,2021-11-03T09:57:19.363-0600,Activación de Promo Puntos y Millas para Adicionales
WP,Scrumverse,WP-1804,Finalizada,Highest,2021-11-03T09:56:24.860-0600,Mantenimiento Titular - Actualizaciones Adicionales
WP,Scrumverse,WP-1803,Finalizada,Highest,2021-11-03T09:42:50.447-0600,COMPASS: Creación de solicitud por búsqueda de Cif
ET,BitCode Team,ET-9181,Finalizada,Highest,2021-11-03T09:41:48.687-0600,SPIKE: Revisión de datos de los indicadores
ET,BitCode Team,ET-9180,Finalizada,Highest,2021-11-03T09:39:05.183-0600,Modificar Referencia en asiento contable para la CCSS y AYA
ET,BitCode Team,ET-9179,Finalizada,Highest,2021-11-03T09:19:41.617-0600,Pruebas afiliados en la nube
ET,BitCode Team,ET-9178,Finalizada,Highest,2021-11-03T09:11:54.110-0600,Diagrama de secuencia proceso Cierre y Conciliacion
ADI,Investor,ADI-6018,Finalizada,Highest,2021-11-03T01:31:49.300-0600,"Ajuste Asiento 83 , línea perdidas patrimoniales "
WP,Scrumverse,WP-1792,Finalizada,Highest,2021-11-02T10:27:29.193-0600,Mantenimiento de Cltes- Datos Requeridos
WP,Scrumverse,WP-1791,Finalizada,Highest,2021-11-02T10:23:21.787-0600,Adicional que pasa a Titular con Adicionales
OS,OPC Squad,OS-5978,Finalizada,Highest,2021-11-02T08:55:00.077-0600,Ajuste formula Renta Temporal según cotizaciones
PP,Bug Hunters,PP-5947,Finalizada,Highest,2021-11-02T07:21:47.623-0600,Ajuste en proceso de Estado de cuenta
ET,BitCode Team,ET-9172,Finalizada,Highest,2021-10-29T09:19:50.130-0600,MS Settle Pruebas y ajustes
ET,BitCode Team,ET-9171,Finalizada,Highest,2021-10-29T09:06:24.123-0600,Crear el código Asientos contables para la cuenta 918
ET,BitCode Team,ET-9170,Finalizada,Highest,2021-10-29T09:04:12.800-0600,Ajuste de End Point de Back Office para tiquetes pendientes BE
ET,BitCode Team,ET-9169,Finalizada,Highest,2021-10-29T09:02:35.323-0600,Ajuste de End Point de Back Office para tiquetes pendientes FE
ET,BitCode Team,ET-9168,Finalizada,Highest,2021-10-29T08:59:59.507-0600,Sesión con el departamento de infraestructura
ET,BitCode Team,ET-9167,Finalizada,Highest,2021-10-29T08:58:22.127-0600,"Seguimiento de Activación Municipalidades Quepos, Guacimo y Nicoya"
ET,BitCode Team,ET-9166,Finalizada,Highest,2021-10-29T08:36:11.110-0600,Buffer Paybac
ET,BitCode Team,ET-9165,Finalizada,Highest,2021-10-29T08:36:03.347-0600,Buffer
OS,OPC Squad,OS-5971,Finalizada,Highest,2021-10-29T04:26:52.047-0600,Mantenimiento Quintiles
DFD,Defenders,DFD-2355,Finalizada,Highest,2021-10-29T03:08:28.707-0600,Envío del Nivel de Riesgo del Proceso de Migración a MSC
DFD,Defenders,DFD-2354,Finalizada,Highest,2021-10-29T03:08:06.260-0600,Reglas para Productos y Servicios en MSC
ET,BitCode Team,ET-9118,Finalizada,Highest,2021-10-28T08:38:56.163-0600,Pruebas de regresión conjunto de MS y Redis
